date,period,price
2019-06-19 00:00:00,22-23,36.54
2019-06-19 00:00:00,23-24,33.51
2019-06-18 00:00:00,00-01,29.12
2019-06-18 00:00:00,01-02,29.01
2019-06-18 00:00:00,02-03,27.78
2019-06-18 00:00:00,03-04,25.31
2019-06-18 00:00:00,04-05,26.19
2019-06-18 00:00:00,05-06,28.73
2019-06-18 00:00:00,06-07,34.06
2019-06-18 00:00:00,07-08,39.03
2019-06-18 00:00:00,08-09,39.98
2019-06-18 00:00:00,09-10,37.9
2019-06-18 00:00:00,10-11,34.09
2019-06-18 00:00:00,11-12,34.21
2019-06-18 00:00:00,12-13,33
2019-06-18 00:00:00,13-14,32.95
2019-06-18 00:00:00,14-15,32.97
2019-06-18 00:00:00,15-16,33.07
2019-06-18 00:00:00,16-17,34.17
2019-06-18 00:00:00,17-18,38.97
2019-06-18 00:00:00,18-19,41.93
2019-06-18 00:00:00,19-20,44.41
2019-06-18 00:00:00,20-21,42.02
2019-06-18 00:00:00,21-22,39.02
2019-06-18 00:00:00,22-23,37.91
2019-06-18 00:00:00,23-24,33.06
2019-06-17 00:00:00,00-01,29.52
2019-06-17 00:00:00,01-02,26.66
2019-06-17 00:00:00,02-03,25.16
2019-06-17 00:00:00,03-04,23.98
2019-06-17 00:00:00,04-05,24.98
2019-06-17 00:00:00,05-06,27.72
2019-06-17 00:00:00,06-07,36.05
2019-06-17 00:00:00,07-08,40.98
2019-06-17 00:00:00,08-09,40.91
2019-06-17 00:00:00,09-10,33.88
2019-06-17 00:00:00,10-11,32.33
2019-06-17 00:00:00,11-12,32.4
2019-06-17 00:00:00,12-13,32.18
2019-06-17 00:00:00,13-14,32.57
2019-06-17 00:00:00,14-15,32.95
2019-06-17 00:00:00,15-16,33.64
2019-06-17 00:00:00,16-17,35.02
2019-06-17 00:00:00,17-18,40.47
2019-06-17 00:00:00,18-19,42.82
2019-06-17 00:00:00,19-20,45.21
2019-06-17 00:00:00,20-21,44.37
2019-06-17 00:00:00,21-22,41.95
2019-06-17 00:00:00,22-23,40.97
2019-06-17 00:00:00,23-24,33.05
2019-06-16 00:00:00,00-01,25.82
2019-06-16 00:00:00,01-02,17.96
2019-06-16 00:00:00,02-03,15.13
2019-06-16 00:00:00,03-04,14.53
2019-06-16 00:00:00,04-05,15.42
2019-06-16 00:00:00,05-06,14.23
2019-06-16 00:00:00,06-07,13.94
2019-06-16 00:00:00,07-08,16.24
2019-06-16 00:00:00,08-09,19.45
2019-06-16 00:00:00,09-10,18.99
2019-06-16 00:00:00,10-11,17.26
2019-06-16 00:00:00,11-12,19.88
2019-06-16 00:00:00,12-13,18.95
2019-06-16 00:00:00,13-14,15.07
2019-06-16 00:00:00,14-15,10.55
2019-06-16 00:00:00,15-16,12.61
2019-06-16 00:00:00,16-17,12.89
2019-06-16 00:00:00,17-18,23.85
2019-06-16 00:00:00,18-19,31.01
2019-06-16 00:00:00,19-20,33.54
2019-06-16 00:00:00,20-21,39.02
2019-06-16 00:00:00,21-22,37.84
2019-06-16 00:00:00,22-23,39.66
2019-06-16 00:00:00,23-24,33.28
2019-06-15 00:00:00,00-01,29.57
2019-06-15 00:00:00,01-02,28.63
2019-06-15 00:00:00,02-03,27.11
2019-06-15 00:00:00,03-04,24.13
2019-06-15 00:00:00,04-05,21.85
2019-06-15 00:00:00,05-06,20.51
2019-06-15 00:00:00,06-07,21.81
2019-06-15 00:00:00,07-08,26.12
2019-06-15 00:00:00,08-09,28.69
2019-06-15 00:00:00,09-10,28.32
2019-06-15 00:00:00,10-11,25.75
2019-06-15 00:00:00,11-12,22.41
2019-06-15 00:00:00,12-13,22.11
2019-06-15 00:00:00,13-14,18.89
2019-06-15 00:00:00,14-15,15.94
2019-06-15 00:00:00,15-16,17.11
2019-06-15 00:00:00,16-17,18.37
2019-06-15 00:00:00,17-18,25.1
2019-06-15 00:00:00,18-19,30.92
2019-06-15 00:00:00,19-20,33.02
2019-06-15 00:00:00,20-21,33.02
2019-06-15 00:00:00,21-22,32.72
2019-06-15 00:00:00,22-23,33.09
2019-06-15 00:00:00,23-24,31.74
2019-06-14 00:00:00,00-01,33.02
2019-06-14 00:00:00,01-02,29.46
2019-06-14 00:00:00,02-03,27.04
2019-06-14 00:00:00,03-04,25.18
2019-06-14 00:00:00,04-05,24.82
2019-06-14 00:00:00,05-06,28.92
2019-06-14 00:00:00,06-07,36.49
2019-06-14 00:00:00,07-08,42.58
2019-06-14 00:00:00,08-09,44.74
2019-06-14 00:00:00,09-10,42.93
2019-06-14 00:00:00,10-11,39.05
2019-06-14 00:00:00,11-12,36.96
2019-06-14 00:00:00,12-13,33.6
2019-06-14 00:00:00,13-14,32.07
2019-06-14 00:00:00,14-15,32.12
2019-06-14 00:00:00,15-16,33.28
2019-06-14 00:00:00,16-17,33.51
2019-06-14 00:00:00,17-18,39.92
2019-06-14 00:00:00,18-19,42.96
2019-06-14 00:00:00,19-20,44.32
2019-06-14 00:00:00,20-21,42.57
2019-06-14 00:00:00,21-22,40.29
2019-06-14 00:00:00,22-23,37.99
2019-06-14 00:00:00,23-24,32.6
2019-06-13 00:00:00,00-01,30.01
2019-06-13 00:00:00,01-02,28.09
2019-06-13 00:00:00,02-03,26.42
2019-06-13 00:00:00,03-04,25.57
2019-06-13 00:00:00,04-05,25.57
2019-06-13 00:00:00,05-06,28.84
2019-06-13 00:00:00,06-07,37.1
2019-06-13 00:00:00,07-08,43.42
2019-06-13 00:00:00,08-09,42.9
2019-06-13 00:00:00,09-10,36.91
2019-06-13 00:00:00,10-11,31.43
2019-06-13 00:00:00,11-12,28.73
2019-06-13 00:00:00,12-13,25.86
2019-06-13 00:00:00,13-14,25.26
2019-06-13 00:00:00,14-15,24.04
2019-06-13 00:00:00,15-16,25.98
2019-06-13 00:00:00,16-17,28.32
2019-06-13 00:00:00,17-18,31.81
2019-06-13 00:00:00,18-19,41.24
2019-06-13 00:00:00,19-20,44.68
2019-06-13 00:00:00,20-21,44.34
2019-06-13 00:00:00,21-22,43.42
2019-06-13 00:00:00,22-23,42.85
2019-06-13 00:00:00,23-24,37.48
2019-06-12 00:00:00,00-01,33.78
2019-06-12 00:00:00,01-02,33.49
2019-06-12 00:00:00,02-03,32.35
2019-06-12 00:00:00,03-04,31.08
2019-06-12 00:00:00,04-05,31.31
2019-06-12 00:00:00,05-06,32.93
2019-06-12 00:00:00,06-07,40.41
2019-06-12 00:00:00,07-08,44.66
2019-06-12 00:00:00,08-09,48.06
2019-06-12 00:00:00,09-10,45.08
2019-06-12 00:00:00,10-11,43.12
2019-06-12 00:00:00,11-12,42.09
2019-06-12 00:00:00,12-13,39.59
2019-06-12 00:00:00,13-14,34.17
2019-06-12 00:00:00,14-15,33.73
2019-06-12 00:00:00,15-16,32.96
2019-06-12 00:00:00,16-17,32.82
2019-06-12 00:00:00,17-18,33.69
2019-06-12 00:00:00,18-19,38.6
2019-06-12 00:00:00,19-20,41.92
2019-06-12 00:00:00,20-21,40.97
2019-06-12 00:00:00,21-22,38.91
2019-06-12 00:00:00,22-23,37.56
2019-06-12 00:00:00,23-24,33.74
2019-06-11 00:00:00,00-01,28.03
2019-06-11 00:00:00,01-02,26.47
2019-06-11 00:00:00,02-03,26.32
2019-06-11 00:00:00,03-04,25.09
2019-06-11 00:00:00,04-05,24.48
2019-06-11 00:00:00,05-06,28.62
2019-06-11 00:00:00,06-07,37.09
2019-06-11 00:00:00,07-08,43.72
2019-06-11 00:00:00,08-09,48.93
2019-06-11 00:00:00,09-10,46.75
2019-06-11 00:00:00,10-11,47.53
2019-06-11 00:00:00,11-12,48.7
2019-06-11 00:00:00,12-13,45.46
2019-06-11 00:00:00,13-14,44.32
2019-06-11 00:00:00,14-15,43.79
2019-06-11 00:00:00,15-16,42.99
2019-06-11 00:00:00,16-17,43.26
2019-06-11 00:00:00,17-18,44.94
2019-06-11 00:00:00,18-19,48.9
2019-06-11 00:00:00,19-20,49.94
2019-06-11 00:00:00,20-21,46.05
2019-06-11 00:00:00,21-22,44.17
2019-06-11 00:00:00,22-23,43.31
2019-06-11 00:00:00,23-24,40.03
2019-06-10 00:00:00,00-01,26.49
2019-06-10 00:00:00,01-02,23.98
2019-06-10 00:00:00,02-03,22.64
2019-06-10 00:00:00,03-04,18.78
2019-06-10 00:00:00,04-05,18.52
2019-06-10 00:00:00,05-06,19
2019-06-10 00:00:00,06-07,17.06
2019-06-10 00:00:00,07-08,23.03
2019-06-10 00:00:00,08-09,25.35
2019-06-10 00:00:00,09-10,23.49
2019-06-10 00:00:00,10-11,23.01
2019-06-10 00:00:00,11-12,23.42
2019-06-10 00:00:00,12-13,23.25
2019-06-10 00:00:00,13-14,19.31
2019-06-10 00:00:00,14-15,19.02
2019-06-10 00:00:00,15-16,19.96
2019-06-10 00:00:00,16-17,22.08
2019-06-10 00:00:00,17-18,25.74
2019-06-10 00:00:00,18-19,28.74
2019-06-10 00:00:00,19-20,33.17
2019-06-10 00:00:00,20-21,33.15
2019-06-10 00:00:00,21-22,33.15
2019-06-10 00:00:00,22-23,33.17
2019-06-10 00:00:00,23-24,29.13
2019-06-09 00:00:00,00-01,20.06
2019-06-09 00:00:00,01-02,15.01
2019-06-09 00:00:00,02-03,13.19
2019-06-09 00:00:00,03-04,9.56
2019-06-09 00:00:00,04-05,8.71
2019-06-09 00:00:00,05-06,9.28
2019-06-09 00:00:00,06-07,9.2
2019-06-09 00:00:00,07-08,12.66
2019-06-09 00:00:00,08-09,13.52
2019-06-09 00:00:00,09-10,10.11
2019-06-09 00:00:00,10-11,6.45
2019-06-09 00:00:00,11-12,9.49
2019-06-09 00:00:00,12-13,11.95
2019-06-09 00:00:00,13-14,8.92
2019-06-09 00:00:00,14-15,8.85
2019-06-09 00:00:00,15-16,9.96
2019-06-09 00:00:00,16-17,17.05
2019-06-09 00:00:00,17-18,27.05
2019-06-09 00:00:00,18-19,34.87
2019-06-09 00:00:00,19-20,38.53
2019-06-09 00:00:00,20-21,37.97
2019-06-09 00:00:00,21-22,36.04
2019-06-09 00:00:00,22-23,34.09
2019-06-09 00:00:00,23-24,28.12
2019-06-08 00:00:00,00-01,9.23
2019-06-08 00:00:00,01-02,3.52
2019-06-08 00:00:00,02-03,0.21
2019-06-08 00:00:00,03-04,-0.98
2019-06-08 00:00:00,04-05,-4.93
2019-06-08 00:00:00,05-06,-9.97
2019-06-08 00:00:00,06-07,-9.85
2019-06-08 00:00:00,07-08,-5.88
2019-06-08 00:00:00,08-09,-4.98
2019-06-08 00:00:00,09-10,-9.93
2019-06-08 00:00:00,10-11,-18.61
2019-06-08 00:00:00,11-12,-24.55
2019-06-08 00:00:00,12-13,-29.92
2019-06-08 00:00:00,13-14,-55.68
2019-06-08 00:00:00,14-15,-60.07
2019-06-08 00:00:00,15-16,-60
2019-06-08 00:00:00,16-17,-44.48
2019-06-08 00:00:00,17-18,-3.87
2019-06-08 00:00:00,18-19,7.94
2019-06-08 00:00:00,19-20,21.32
2019-06-08 00:00:00,20-21,26.68
2019-06-08 00:00:00,21-22,26.7
2019-06-08 00:00:00,22-23,28.68
2019-06-08 00:00:00,23-24,27.52
2019-06-07 00:00:00,00-01,33.19
2019-06-07 00:00:00,01-02,29.04
2019-06-07 00:00:00,02-03,27.16
2019-06-07 00:00:00,03-04,26.07
2019-06-07 00:00:00,04-05,25.76
2019-06-07 00:00:00,05-06,27.15
2019-06-07 00:00:00,06-07,37.73
2019-06-07 00:00:00,07-08,42.53
2019-06-07 00:00:00,08-09,42.46
2019-06-07 00:00:00,09-10,35.56
2019-06-07 00:00:00,10-11,30.04
2019-06-07 00:00:00,11-12,27.54
2019-06-07 00:00:00,12-13,26.45
2019-06-07 00:00:00,13-14,22.04
2019-06-07 00:00:00,14-15,17.65
2019-06-07 00:00:00,15-16,18.24
2019-06-07 00:00:00,16-17,18.43
2019-06-07 00:00:00,17-18,25.18
2019-06-07 00:00:00,18-19,28.46
2019-06-07 00:00:00,19-20,30.01
2019-06-07 00:00:00,20-21,27.67
2019-06-07 00:00:00,21-22,25.79
2019-06-07 00:00:00,22-23,25.11
2019-06-07 00:00:00,23-24,18.67
2019-06-06 00:00:00,00-01,25.84
2019-06-06 00:00:00,01-02,23.57
2019-06-06 00:00:00,02-03,21.39
2019-06-06 00:00:00,03-04,21.26
2019-06-06 00:00:00,04-05,21.61
2019-06-06 00:00:00,05-06,25.44
2019-06-06 00:00:00,06-07,30.07
2019-06-06 00:00:00,07-08,38.21
2019-06-06 00:00:00,08-09,40.03
2019-06-06 00:00:00,09-10,36.58
2019-06-06 00:00:00,10-11,32.95
2019-06-06 00:00:00,11-12,33.34
2019-06-06 00:00:00,12-13,30.26
2019-06-06 00:00:00,13-14,29.95
2019-06-06 00:00:00,14-15,30.01
2019-06-06 00:00:00,15-16,30.03
2019-06-06 00:00:00,16-17,30.96
2019-06-06 00:00:00,17-18,33.4
2019-06-06 00:00:00,18-19,40
2019-06-06 00:00:00,19-20,42.41
2019-06-06 00:00:00,20-21,42.36
2019-06-06 00:00:00,21-22,41.24
2019-06-06 00:00:00,22-23,42.04
2019-06-06 00:00:00,23-24,36.69
2019-06-05 00:00:00,00-01,24.61
2019-06-05 00:00:00,01-02,23.87
2019-06-05 00:00:00,02-03,22.32
2019-06-05 00:00:00,03-04,21.88
2019-06-05 00:00:00,04-05,23.21
2019-06-05 00:00:00,05-06,26.05
2019-06-05 00:00:00,06-07,35.04
2019-06-05 00:00:00,07-08,41.97
2019-06-05 00:00:00,08-09,44.17
2019-06-05 00:00:00,09-10,41.15
2019-06-05 00:00:00,10-11,37.58
2019-06-05 00:00:00,11-12,35.95
2019-06-05 00:00:00,12-13,33.83
2019-06-05 00:00:00,13-14,32.07
2019-06-05 00:00:00,14-15,32.07
2019-06-05 00:00:00,15-16,32.1
2019-06-05 00:00:00,16-17,33.45
2019-06-05 00:00:00,17-18,37.93
2019-06-05 00:00:00,18-19,41.9
2019-06-05 00:00:00,19-20,44.07
2019-06-05 00:00:00,20-21,41.21
2019-06-05 00:00:00,21-22,38.49
2019-06-05 00:00:00,22-23,34.73
2019-06-05 00:00:00,23-24,29.02
2019-06-04 00:00:00,00-01,34.09
2019-06-04 00:00:00,01-02,32.62
2019-06-04 00:00:00,02-03,30.98
2019-06-04 00:00:00,03-04,30.04
2019-06-04 00:00:00,04-05,30.3
2019-06-04 00:00:00,05-06,33.66
2019-06-04 00:00:00,06-07,41.94
2019-06-04 00:00:00,07-08,44.92
2019-06-04 00:00:00,08-09,45.94
2019-06-04 00:00:00,09-10,41.97
2019-06-04 00:00:00,10-11,38.87
2019-06-04 00:00:00,11-12,35.35
2019-06-04 00:00:00,12-13,33.69
2019-06-04 00:00:00,13-14,32.77
2019-06-04 00:00:00,14-15,32.09
2019-06-04 00:00:00,15-16,31.53
2019-06-04 00:00:00,16-17,32.08
2019-06-04 00:00:00,17-18,33.85
2019-06-04 00:00:00,18-19,39.94
2019-06-04 00:00:00,19-20,41.09
2019-06-04 00:00:00,20-21,36.94
2019-06-04 00:00:00,21-22,32.1
2019-06-04 00:00:00,22-23,31.63
2019-06-04 00:00:00,23-24,26.59
2019-06-03 00:00:00,00-01,23.36
2019-06-03 00:00:00,01-02,19.42
2019-06-03 00:00:00,02-03,17.92
2019-06-03 00:00:00,03-04,14.34
2019-06-03 00:00:00,04-05,16.18
2019-06-03 00:00:00,05-06,24.74
2019-06-03 00:00:00,06-07,35.42
2019-06-03 00:00:00,07-08,42.3
2019-06-03 00:00:00,08-09,43.39
2019-06-03 00:00:00,09-10,40.76
2019-06-03 00:00:00,10-11,36.95
2019-06-03 00:00:00,11-12,35.86
2019-06-03 00:00:00,12-13,33.09
2019-06-03 00:00:00,13-14,32.87
2019-06-03 00:00:00,14-15,32.48
2019-06-03 00:00:00,15-16,33.84
2019-06-03 00:00:00,16-17,34.99
2019-06-03 00:00:00,17-18,40.5
2019-06-03 00:00:00,18-19,44.35
2019-06-03 00:00:00,19-20,47.04
2019-06-03 00:00:00,20-21,44.97
2019-06-03 00:00:00,21-22,44.07
2019-06-03 00:00:00,22-23,42.95
2019-06-03 00:00:00,23-24,39.96
2019-06-02 00:00:00,00-01,25.67
2019-06-02 00:00:00,01-02,25.54
2019-06-02 00:00:00,02-03,25.44
2019-06-02 00:00:00,03-04,20.1
2019-06-02 00:00:00,04-05,15.63
2019-06-02 00:00:00,05-06,10.87
2019-06-02 00:00:00,06-07,10.28
2019-06-02 00:00:00,07-08,11.21
2019-06-02 00:00:00,08-09,10.56
2019-06-02 00:00:00,09-10,8.76
2019-06-02 00:00:00,10-11,5.07
2019-06-02 00:00:00,11-12,4.66
2019-06-02 00:00:00,12-13,0.48
2019-06-02 00:00:00,13-14,-19.94
2019-06-02 00:00:00,14-15,-41.41
2019-06-02 00:00:00,15-16,-31.68
2019-06-02 00:00:00,16-17,-7.29
2019-06-02 00:00:00,17-18,11.01
2019-06-02 00:00:00,18-19,25.4
2019-06-02 00:00:00,19-20,32.14
2019-06-02 00:00:00,20-21,32.92
2019-06-02 00:00:00,21-22,32.05
2019-06-02 00:00:00,22-23,31.77
2019-06-02 00:00:00,23-24,26.95
2019-06-01 00:00:00,00-01,33.18
2019-06-01 00:00:00,01-02,29.05
2019-06-01 00:00:00,02-03,26.76
2019-06-01 00:00:00,03-04,22.8
2019-06-01 00:00:00,04-05,19.81
2019-06-01 00:00:00,05-06,20.43
2019-06-01 00:00:00,06-07,22.2
2019-06-01 00:00:00,07-08,26.16
2019-06-01 00:00:00,08-09,27.29
2019-06-01 00:00:00,09-10,25.24
2019-06-01 00:00:00,10-11,22.71
2019-06-01 00:00:00,11-12,21.1
2019-06-01 00:00:00,12-13,24.1
2019-06-01 00:00:00,13-14,20.34
2019-06-01 00:00:00,14-15,17.37
2019-06-01 00:00:00,15-16,20.16
2019-06-01 00:00:00,16-17,22.38
2019-06-01 00:00:00,17-18,25.62
2019-06-01 00:00:00,18-19,31.01
2019-06-01 00:00:00,19-20,36.87
2019-06-01 00:00:00,20-21,35.37
2019-06-01 00:00:00,21-22,34.89
2019-06-01 00:00:00,22-23,38.9
2019-06-01 00:00:00,23-24,33.79
2019-05-31 00:00:00,00-01,28.49
2019-05-31 00:00:00,01-02,24.86
2019-05-31 00:00:00,02-03,21.7
2019-05-31 00:00:00,03-04,21.04
2019-05-31 00:00:00,04-05,22.96
2019-05-31 00:00:00,05-06,25.81
2019-05-31 00:00:00,06-07,30.87
2019-05-31 00:00:00,07-08,37.65
2019-05-31 00:00:00,08-09,37.91
2019-05-31 00:00:00,09-10,33.09
2019-05-31 00:00:00,10-11,30.09
2019-05-31 00:00:00,11-12,29.38
2019-05-31 00:00:00,12-13,28.89
2019-05-31 00:00:00,13-14,27.11
2019-05-31 00:00:00,14-15,25.88
2019-05-31 00:00:00,15-16,25.73
2019-05-31 00:00:00,16-17,27.05
2019-05-31 00:00:00,17-18,31.03
2019-05-31 00:00:00,18-19,36.66
2019-05-31 00:00:00,19-20,39.59
2019-05-31 00:00:00,20-21,40.16
2019-05-31 00:00:00,21-22,39.73
2019-05-31 00:00:00,22-23,40.94
2019-05-31 00:00:00,23-24,36.47
2019-05-30 00:00:00,00-01,29.99
2019-05-30 00:00:00,01-02,25.11
2019-05-30 00:00:00,02-03,16.27
2019-05-30 00:00:00,03-04,10.46
2019-05-30 00:00:00,04-05,6.01
2019-05-30 00:00:00,05-06,0.74
2019-05-30 00:00:00,06-07,-0.01
2019-05-30 00:00:00,07-08,1.31
2019-05-30 00:00:00,08-09,3.37
2019-05-30 00:00:00,09-10,0.09
2019-05-30 00:00:00,10-11,-0.74
2019-05-30 00:00:00,11-12,0.05
2019-05-30 00:00:00,12-13,0.09
2019-05-30 00:00:00,13-14,-8.23
2019-05-30 00:00:00,14-15,-10.1
2019-05-30 00:00:00,15-16,-7.01
2019-05-30 00:00:00,16-17,-0.3
2019-05-30 00:00:00,17-18,7.01
2019-05-30 00:00:00,18-19,25.33
2019-05-30 00:00:00,19-20,29.47
2019-05-30 00:00:00,20-21,30.06
2019-05-30 00:00:00,21-22,30.6
2019-05-30 00:00:00,22-23,33.72
2019-05-30 00:00:00,23-24,30.47
2019-05-29 00:00:00,00-01,32.01
2019-05-29 00:00:00,01-02,29.74
2019-05-29 00:00:00,02-03,28.68
2019-05-29 00:00:00,03-04,28.55
2019-05-29 00:00:00,04-05,28.27
2019-05-29 00:00:00,05-06,31.25
2019-05-29 00:00:00,06-07,39.29
2019-05-29 00:00:00,07-08,42.93
2019-05-29 00:00:00,08-09,45.01
2019-05-29 00:00:00,09-10,42.55
2019-05-29 00:00:00,10-11,41.02
2019-05-29 00:00:00,11-12,40.52
2019-05-29 00:00:00,12-13,35.97
2019-05-29 00:00:00,13-14,35.18
2019-05-29 00:00:00,14-15,35.04
2019-05-29 00:00:00,15-16,34.51
2019-05-29 00:00:00,16-17,34.39
2019-05-29 00:00:00,17-18,39.07
2019-05-29 00:00:00,18-19,43.15
2019-05-29 00:00:00,19-20,44.85
2019-05-29 00:00:00,20-21,42.93
2019-05-29 00:00:00,21-22,40.68
2019-05-29 00:00:00,22-23,37.81
2019-05-29 00:00:00,23-24,32.66
2019-05-28 00:00:00,00-01,31.31
2019-05-28 00:00:00,01-02,30.23
2019-05-28 00:00:00,02-03,30.02
2019-05-28 00:00:00,03-04,30.02
2019-05-28 00:00:00,04-05,30.04
2019-05-28 00:00:00,05-06,32.09
2019-05-28 00:00:00,06-07,41.53
2019-05-28 00:00:00,07-08,45.23
2019-05-28 00:00:00,08-09,46.99
2019-05-28 00:00:00,09-10,46.29
2019-05-28 00:00:00,10-11,45
2019-05-28 00:00:00,11-12,44.99
2019-05-28 00:00:00,12-13,43.57
2019-05-28 00:00:00,13-14,42.55
2019-05-28 00:00:00,14-15,40.18
2019-05-28 00:00:00,15-16,38.45
2019-05-28 00:00:00,16-17,37.15
2019-05-28 00:00:00,17-18,36.94
2019-05-28 00:00:00,18-19,38.74
2019-05-28 00:00:00,19-20,41.73
2019-05-28 00:00:00,20-21,39.09
2019-05-28 00:00:00,21-22,36.08
2019-05-28 00:00:00,22-23,35.73
2019-05-28 00:00:00,23-24,31.95
2019-05-27 00:00:00,00-01,4.17
2019-05-27 00:00:00,01-02,-0.04
2019-05-27 00:00:00,02-03,-4.95
2019-05-27 00:00:00,03-04,-2.4
2019-05-27 00:00:00,04-05,2.09
2019-05-27 00:00:00,05-06,15
2019-05-27 00:00:00,06-07,29.75
2019-05-27 00:00:00,07-08,40.03
2019-05-27 00:00:00,08-09,42.64
2019-05-27 00:00:00,09-10,37.95
2019-05-27 00:00:00,10-11,34.02
2019-05-27 00:00:00,11-12,34.93
2019-05-27 00:00:00,12-13,34.25
2019-05-27 00:00:00,13-14,33.4
2019-05-27 00:00:00,14-15,32.73
2019-05-27 00:00:00,15-16,32.03
2019-05-27 00:00:00,16-17,32.02
2019-05-27 00:00:00,17-18,32.63
2019-05-27 00:00:00,18-19,39.16
2019-05-27 00:00:00,19-20,43.31
2019-05-27 00:00:00,20-21,42.77
2019-05-27 00:00:00,21-22,42.07
2019-05-27 00:00:00,22-23,38.99
2019-05-27 00:00:00,23-24,35.07
2019-05-26 00:00:00,00-01,33.05
2019-05-26 00:00:00,01-02,29.95
2019-05-26 00:00:00,02-03,26.7
2019-05-26 00:00:00,03-04,21.01
2019-05-26 00:00:00,04-05,19.7
2019-05-26 00:00:00,05-06,15.32
2019-05-26 00:00:00,06-07,9.05
2019-05-26 00:00:00,07-08,11.23
2019-05-26 00:00:00,08-09,12.63
2019-05-26 00:00:00,09-10,8.86
2019-05-26 00:00:00,10-11,5.4
2019-05-26 00:00:00,11-12,4.9
2019-05-26 00:00:00,12-13,4.4
2019-05-26 00:00:00,13-14,-18.49
2019-05-26 00:00:00,14-15,-29.98
2019-05-26 00:00:00,15-16,-30.65
2019-05-26 00:00:00,16-17,-10.05
2019-05-26 00:00:00,17-18,8.93
2019-05-26 00:00:00,18-19,26.91
2019-05-26 00:00:00,19-20,31.58
2019-05-26 00:00:00,20-21,32.48
2019-05-26 00:00:00,21-22,31.56
2019-05-26 00:00:00,22-23,31.14
2019-05-26 00:00:00,23-24,26.97
2019-05-25 00:00:00,00-01,35.15
2019-05-25 00:00:00,01-02,33.85
2019-05-25 00:00:00,02-03,32.32
2019-05-25 00:00:00,03-04,31.92
2019-05-25 00:00:00,04-05,31.58
2019-05-25 00:00:00,05-06,31.19
2019-05-25 00:00:00,06-07,31.48
2019-05-25 00:00:00,07-08,32.13
2019-05-25 00:00:00,08-09,33.53
2019-05-25 00:00:00,09-10,32.84
2019-05-25 00:00:00,10-11,31.48
2019-05-25 00:00:00,11-12,30.48
2019-05-25 00:00:00,12-13,30.41
2019-05-25 00:00:00,13-14,29.02
2019-05-25 00:00:00,14-15,27.99
2019-05-25 00:00:00,15-16,28.07
2019-05-25 00:00:00,16-17,27.92
2019-05-25 00:00:00,17-18,29.32
2019-05-25 00:00:00,18-19,33.33
2019-05-25 00:00:00,19-20,37.45
2019-05-25 00:00:00,20-21,39.06
2019-05-25 00:00:00,21-22,37.24
2019-05-25 00:00:00,22-23,38.77
2019-05-25 00:00:00,23-24,35.06
2019-05-24 00:00:00,00-01,38.14
2019-05-24 00:00:00,01-02,34.26
2019-05-24 00:00:00,02-03,32.87
2019-05-24 00:00:00,03-04,33.05
2019-05-24 00:00:00,04-05,32.31
2019-05-24 00:00:00,05-06,34.08
2019-05-24 00:00:00,06-07,42.36
2019-05-24 00:00:00,07-08,45.73
2019-05-24 00:00:00,08-09,46.48
2019-05-24 00:00:00,09-10,42.49
2019-05-24 00:00:00,10-11,38.34
2019-05-24 00:00:00,11-12,35.62
2019-05-24 00:00:00,12-13,34.38
2019-05-24 00:00:00,13-14,32.61
2019-05-24 00:00:00,14-15,32.03
2019-05-24 00:00:00,15-16,31.83
2019-05-24 00:00:00,16-17,32.08
2019-05-24 00:00:00,17-18,34.05
2019-05-24 00:00:00,18-19,38.08
2019-05-24 00:00:00,19-20,41.75
2019-05-24 00:00:00,20-21,39.41
2019-05-24 00:00:00,21-22,39.03
2019-05-24 00:00:00,22-23,40.7
2019-05-24 00:00:00,23-24,36.85
2019-05-23 00:00:00,00-01,34.27
2019-05-23 00:00:00,01-02,33.49
2019-05-23 00:00:00,02-03,32.18
2019-05-23 00:00:00,03-04,31.09
2019-05-23 00:00:00,04-05,31.22
2019-05-23 00:00:00,05-06,33.65
2019-05-23 00:00:00,06-07,41.06
2019-05-23 00:00:00,07-08,45.05
2019-05-23 00:00:00,08-09,43.86
2019-05-23 00:00:00,09-10,36.22
2019-05-23 00:00:00,10-11,34.23
2019-05-23 00:00:00,11-12,33.62
2019-05-23 00:00:00,12-13,32.32
2019-05-23 00:00:00,13-14,32.77
2019-05-23 00:00:00,14-15,33.02
2019-05-23 00:00:00,15-16,34.2
2019-05-23 00:00:00,16-17,35.32
2019-05-23 00:00:00,17-18,38.57
2019-05-23 00:00:00,18-19,46.42
2019-05-23 00:00:00,19-20,49.03
2019-05-23 00:00:00,20-21,48.95
2019-05-23 00:00:00,21-22,47.92
2019-05-23 00:00:00,22-23,47.28
2019-05-23 00:00:00,23-24,43.96
2019-05-22 00:00:00,00-01,28.42
2019-05-22 00:00:00,01-02,29.58
2019-05-22 00:00:00,02-03,26.79
2019-05-22 00:00:00,03-04,25.1
2019-05-22 00:00:00,04-05,26.54
2019-05-22 00:00:00,05-06,30.07
2019-05-22 00:00:00,06-07,35.45
2019-05-22 00:00:00,07-08,41.48
2019-05-22 00:00:00,08-09,44.07
2019-05-22 00:00:00,09-10,41.99
2019-05-22 00:00:00,10-11,38.96
2019-05-22 00:00:00,11-12,37.86
2019-05-22 00:00:00,12-13,36.04
2019-05-22 00:00:00,13-14,35.25
2019-05-22 00:00:00,14-15,34.16
